time,lat,lon,ele,hr,cadence,speed_mps,dist,dt,pace_sec_km
2025-09-01 18:30:24,0.0,0.0007715148380484,101.6515798580372,152,160,2.9735753888916734,2.9735753888916734,1.0,336.2954925359149
2025-09-01 18:30:25,0.0,0.0008032179899104,101.7991503477059,151,154,3.1703151862003507,3.1703151862003507,1.0,315.4260511234873
2025-09-01 18:30:26,0.0,0.0008311368753014,101.76676421780697,152,161,2.791888539098862,2.791888539098862,1.0,358.1804882234912
2025-09-01 18:30:27,0.0,0.0008636373175101,101.81323204414846,140,161,3.2500442208674167,3.2500442208674167,1.0,307.6881211582734
2025-09-01 18:30:28,0.0,0.0008932102316243,101.53826962791628,148,163,2.957291411426236,2.957291411426236,1.0,338.14726412698104
2025-09-01 18:30:29,0.0,0.0009237114625894,101.28323765286824,154,161,3.0501230965020563,3.0501230965020563,1.0,327.8556203671978
2025-09-01 18:30:30,0.0,0.0009532841369975,101.42687390988196,149,161,2.957267440809383,2.957267440809383,1.0,338.15000503515745
2025-09-01 18:30:31,0.0,0.0009902202478261,101.89873166276,143,156,3.6936110828690456,3.6936110828690456,1.0,270.7377624671954
2025-09-01 18:30:32,0.0,0.0010215605144575,101.59959199566106,149,159,3.1340266631331466,3.1340266631331466,1.0,319.0783319629709
2025-09-01 18:30:33,0.0,0.0010497696220065,101.1652082233746,158,163,2.8209107549059187,2.8209107549059187,1.0,354.4954402619346
2025-09-01 18:30:34,0.0,0.0010836209791092,101.47193830621052,156,167,3.3851357102618076,3.3851357102618076,1.0,295.40913144739466
2025-09-01 18:30:35,0.0,0.0011113436525559,101.45568635968168,149,161,2.772267344677706,2.772267344677706,1.0,360.71557164926185
2025-09-01 18:30:36,0.0,0.001143356929768,101.87093542667463,154,162,3.201327721208602,3.201327721208602,1.0,312.37039350112786
2025-09-01 18:30:37,0.0,0.0011688660878538,101.41803681998908,148,164,2.5509158085814057,2.5509158085814057,1.0,392.0160738492235
2025-09-01 18:30:38,0.0,0.001196271180195,100.52831735727736,141,159,2.740509234113971,2.740509234113971,1.0,364.89568710514055
2025-09-01 18:30:39,0.0,0.0012282528964208,100.2618153163642,145,163,3.1981716225823997,3.1981716225823997,1.0,312.6786545596758
2025-09-01 18:30:40,0.0,0.0012618609107094,99.87863901173168,157,159,3.360801428858448,3.360801428858448,1.0,297.5480763050219
2025-09-01 18:30:41,0.0,0.0012937691121319,99.83924481169151,148,164,3.190820142254978,3.190820142254978,1.0,313.3990495914608
2025-09-01 18:30:42,0.0,0.0013248177458941,99.52082220455634,148,162,3.104863376219677,3.104863376219677,1.0,322.075363334521
2025-09-01 18:30:43,0.0,0.0013553114954471,99.89133068022456,148,162,3.049374955297525,3.049374955297525,1.0,327.9360572771645
2025-09-01 18:30:44,0.0,0.0013822744721461,99.7472555490133,159,159,2.6962976699022456,2.6962976699022456,1.0,370.8789319379025
2025-09-01 18:30:45,0.0,0.0014115149642214,99.82249279840026,158,164,2.9240492075322235,2.9240492075322235,1.0,341.99150870103125
2025-09-01 18:30:46,0.0,0.0014415345546395,99.90131007762074,161,168,3.001959041800862,3.001959041800862,1.0,333.1158040717652
2025-09-01 18:30:47,0.0,0.0014761089100794,99.99878762382684,149,158,3.4574355439926356,3.4574355439926356,1.0,289.23171156076074
2025-09-01 18:30:48,0.0,0.0015085442357397,99.98672306859932,151,160,3.243532566035661,3.243532566035661,1.0,308.30583002970394
2025-09-01 18:30:49,0.0,0.0015346610680957,100.24202341380447,142,162,2.611683235594465,2.611683235594465,1.0,382.8948267427931
2025-09-01 18:30:50,0.0,0.0015670407548563,99.8441958468916,157,164,3.2379686760598863,3.2379686760598863,1.0,308.8356003544937
2025-09-01 18:30:51,0.0,0.0015972944248978,100.54390481021854,144,160,3.025367004154715,3.025367004154715,1.0,330.53841025789836
2025-09-01 18:30:52,0.0,0.0016266740578101,100.42563611853429,151,153,2.9379632912259845,2.9379632912259845,1.0,340.37184977308186
2025-09-01 18:30:53,0.0,0.0016599209676202,99.76986154958492,144,166,3.3246909810081946,3.3246909810081946,1.0,300.77983358824986
2025-09-01 18:30:54,0.0,0.0016944273291616,99.8638982280808,147,164,3.4506361541428823,3.4506361541428823,1.0,289.80163521424475
2025-09-01 18:30:55,0.0,0.0017286360145233,99.43830798685708,146,156,3.4208685361671183,3.4208685361671183,1.0,292.32342296335105
2025-09-01 18:30:56,0.0,0.0017575346889883,99.7709752541115,147,160,2.88986744650363,2.88986744650363,1.0,346.0366326524326
2025-09-01 18:30:57,0.0,0.0017880248609258,100.8757780421327,147,166,3.0490171937532193,3.0490171937532193,1.0,327.9745362042513
2025-09-01 18:30:58,0.0,0.0018204379423155,100.48249199635376,147,166,3.2413081389678147,3.2413081389678147,1.0,308.5174124538641
2025-09-01 18:30:59,0.0,0.0018547853508227,100.64867816296577,154,164,3.434740850721616,3.434740850721616,1.0,291.1427800411512
2025-09-01 18:31:00,0.0,0.0018847700832654,99.77092536861343,144,161,2.9984732442694835,2.9984732442694835,1.0,333.5030592356109
2025-09-01 18:31:01,0.0,0.0019156368435221,99.99787798333412,151,162,3.086676025662088,3.086676025662088,1.0,323.9730997636855
2025-09-01 18:31:02,0.0,0.001943743057817,99.55502108343428,156,161,2.810621429497586,2.810621429497586,1.0,355.79320270775685
2025-09-01 18:31:03,0.0,0.0019715811391922,99.24260377421705,147,165,2.783808137513356,2.783808137513356,1.0,359.22015835949554
2025-09-01 18:31:04,0.0,0.0020054468999371,98.69196052929712,146,159,3.386576074493979,3.386576074493979,1.0,295.28348928332275
2025-09-01 18:31:05,0.0,0.002040945285331,99.05803614232448,149,159,3.5498385393851284,3.5498385393851284,1.0,281.70295322029244
2025-09-01 18:31:06,0.0,0.0020721604023047,99.56168832106113,156,165,3.121511697377944,3.121511697377944,1.0,320.35760136346613
2025-09-01 18:31:07,0.0,0.0021066036303673,99.57338092839038,151,161,3.4443228062578135,3.4443228062578135,1.0,290.332833549501
2025-09-01 18:31:08,0.0,0.0021391226498417,99.14116757572252,147,166,3.251901947442659,3.251901947442659,1.0,307.51234697787055
2025-09-01 18:31:09,0.0,0.0021686228840076,99.93592909377443,152,159,2.950023416584994,2.950023416584994,1.0,338.98036008053793
2025-09-01 18:31:10,0.0,0.0022011441462842,99.56072402989712,144,161,3.252126227657217,3.252126227657217,1.0,307.49113964139855
2025-09-01 18:31:11,0.0,0.002237196813474,98.4797078799334,153,159,3.605266718982646,3.605266718982646,1.0,277.37198880036965
2025-09-01 18:31:12,0.0,0.0022685293748775,98.70890238491194,152,162,3.133256140348032,3.133256140348032,1.0,319.1567989359859
2025-09-01 18:31:13,0.0,0.0023046648273961,98.15651504809118,148,157,3.613545251863382,3.613545251863382,1.0,276.736537195524
2025-09-01 18:31:14,0.0,0.0023282485956654,98.65081944484076,146,160,2.358376826930419,2.358376826930419,1.0,424.020448547896
2025-09-01 18:31:15,0.0,0.0023621587887905,98.46025059650404,145,157,3.391019312508072,3.391019312508072,1.0,294.89658059787877
2025-09-01 18:31:16,0.0,0.0023938658976375,98.76210721677614,152,164,3.170710884705118,3.170710884705118,1.0,315.3866865704477
2025-09-01 18:31:17,0.0,0.0024244163252589,99.46285739005224,156,164,3.055042762132069,3.055042762132069,1.0,327.3276604816212
2025-09-01 18:31:18,0.0,0.0024561405392916,98.85842795774188,147,156,3.172421403270642,3.172421403270642,1.0,315.21663514470026
2025-09-01 18:31:19,0.0,0.0024816282462812,98.57545939229568,152,166,2.548770698967886,2.548770698967886,1.0,392.346004450281
2025-09-01 18:31:20,0.0,0.0025124211263816,98.53762385596713,139,169,3.0792880100350626,3.0792880100350626,1.0,324.75039578665894
2025-09-01 18:31:21,0.0,0.0025449458418904,99.3063995154843,147,162,3.252471550878002,3.252471550878002,1.0,307.4584925208802
2025-09-01 18:31:22,0.0,0.0025808343838492,98.97720815651408,150,160,3.5888541958850952,3.5888541958850952,1.0,278.6404644542481
2025-09-01 18:31:23,0.0,0.0026107359150494,98.67995630853956,145,170,2.9901531200187086,2.9901531200187086,1.0,334.43103408488435
2025-09-01 18:31:24,0.0,0.0026397682581261,98.91902659631748,145,158,2.903234307671009,2.903234307671009,1.0,344.44343584593616
2025-09-01 18:31:25,0.0,0.0026697222929111,98.6304122334622,146,162,2.9954034785017667,2.9954034785017667,1.0,333.8448416639275
2025-09-01 18:31:26,0.0,0.0027039292872104,98.706675174911,151,162,3.420699429925912,3.420699429925912,1.0,292.33787431059346
2025-09-01 18:31:27,0.0,0.0027363778105159,97.93090646442694,149,166,3.2448523305513577,3.2448523305513577,1.0,308.1804341555606
2025-09-01 18:31:28,0.0,0.0027662522819115,99.03807143570523,139,163,2.9874471395615028,2.9874471395615028,1.0,334.7339562121189
2025-09-01 18:31:29,0.0,0.0027992573182482,98.36421682055054,139,160,3.300503633663783,3.300503633663783,1.0,302.9840627352778
2025-09-01 18:31:30,0.0,0.0028310152669639,98.20334046855544,147,159,3.175794871572351,3.175794871572351,1.0,314.88179823934763
2025-09-01 18:31:31,0.0,0.0028653894000335,98.1870999506344,152,160,3.437413306965968,3.437413306965968,1.0,290.91642776080647
2025-09-01 18:31:32,0.0,0.0028947529208804,99.14344401781278,136,158,2.936352084681058,2.936352084681058,1.0,340.5586153026395
2025-09-01 18:31:33,0.0,0.0029252410965994,98.4810211273464,147,162,3.048817571903095,3.048817571903095,1.0,327.9960103929053
2025-09-01 18:31:34,0.0,0.0029555374163292,99.4728731950858,147,160,3.0296319729809404,3.0296319729809404,1.0,330.07309432903554
2025-09-01 18:31:35,0.0,0.0029826209977044,99.8514616056368,157,157,2.708358137519115,2.708358137519115,1.0,369.22738767333436
2025-09-01 18:31:36,0.0,0.0030149849667856,100.06000926784844,148,165,3.2363969081162853,3.2363969081162853,1.0,308.9855874884149
2025-09-01 18:31:37,0.0,0.0030472452228824,99.56769242433944,152,160,3.226025609689042,3.226025609689042,1.0,309.9789403396554
2025-09-01 18:31:38,0.0,0.0030787391355631,99.85326304535847,151,158,3.1493912680659752,3.1493912680659752,1.0,317.52167796353064
2025-09-01 18:31:39,0.0,0.0031095154285041,99.49151973414858,139,161,3.077629294098855,3.077629294098855,1.0,324.9254229277815
2025-09-01 18:31:40,0.0,0.0031367508526494,100.1248503607478,154,162,2.7235424145344376,2.7235424145344376,1.0,367.16887339936653
2025-09-01 18:31:41,0.0,0.003166971935083,99.63931934619391,151,156,3.022108243358116,3.022108243358116,1.0,330.894832174779
2025-09-01 18:31:42,0.0,0.0031974282919657,99.58274009896589,152,162,3.0456356882678555,3.0456356882678555,1.0,328.3386794593053
2025-09-01 18:31:43,0.0,0.0032265074426207,99.3051035549593,170,158,2.907915065497563,2.907915065497563,1.0,343.8889986385808
2025-09-01 18:31:44,0.0,0.0032575110499787,98.8113420737458,139,167,3.100360735802408,3.100360735802408,1.0,322.5431119844152
2025-09-01 18:31:45,0.0,0.0032902121490725,99.18200198219976,159,163,3.270109909384735,3.270109909384735,1.0,305.8001191734097
2025-09-01 18:31:46,0.0,0.00332736113533,99.44973135590458,148,160,3.7148986257416943,3.7148986257416943,1.0,269.1863495468456
2025-09-01 18:31:47,0.0,0.0033593767793526,100.05423645535508,151,159,3.2015644022662495,3.2015644022662495,1.0,312.3473009920222
2025-09-01 18:31:48,0.0,0.0033916428231393,99.164298901251,150,161,3.226604378671689,3.226604378671689,1.0,309.9233381725201
2025-09-01 18:31:49,0.0,0.003422914360037,99.69638425242152,148,163,3.127153689763172,3.127153689763172,1.0,319.779614053997
2025-09-01 18:31:50,0.0,0.0034486544030664,100.94910870509996,147,161,2.5740043029414723,2.5740043029414723,1.0,388.4997390475372
2025-09-01 18:31:51,0.0,0.0034800727001457,100.72328816051149,152,161,3.1418297079345816,3.1418297079345816,1.0,318.2858693692197
2025-09-01 18:31:52,0.0,0.0035117527115116,101.67086246656596,142,162,3.168001136589817,3.168001136589817,1.0,315.6564524078569
2025-09-01 18:31:53,0.0,0.0035506432406155,101.53928183053604,154,160,3.889052910391257,3.889052910391257,1.0,257.1320120968463
2025-09-01 18:31:54,0.0,0.003581568442518,100.8530769617554,148,160,3.092520190249497,3.092520190249497,1.0,323.3608637877066
2025-09-01 18:31:55,0.0,0.0036139768513723,100.700260740552,144,155,3.2408408854220796,3.2408408854220796,1.0,308.561893457402
2025-09-01 18:31:56,0.0,0.0036453779649207,101.22436272438964,148,164,3.1401113548485853,3.1401113548485853,1.0,318.46004392676053
2025-09-01 18:31:57,0.0,0.0036733786616959,100.80527448322388,156,162,2.800069677512461,2.800069677512461,1.0,357.1339699262001
2025-09-01 18:31:58,0.0,0.0037083153430578,100.50510515372063,147,159,3.4936681361909887,3.4936681361909887,1.0,286.23210935262483
2025-09-01 18:31:59,0.0,0.0037420808371046,100.80187486986723,152,167,3.376549404680677,3.376549404680677,1.0,296.1603341605987
2025-09-01 18:32:00,0.0,0.0037759651099248,100.80340492823652,146,162,3.3884272820257215,3.3884272820257215,1.0,295.12216635269345
2025-09-01 18:32:01,0.0,0.00380474960657,101.09571640447987,154,158,2.878449664512548,2.878449664512548,1.0,347.4092364124579
2025-09-01 18:32:02,0.0,0.0038404721305427,101.21463117485904,153,164,3.5722523972699616,3.5722523972699616,1.0,279.93542694918045
2025-09-01 18:32:03,0.0,0.0038677822004246,101.45444383463484,159,163,2.73100698818961,2.73100698818961,1.0,366.16530251462376
2025-09-01 18:32:04,0.0,0.0039010598768066,101.23829324173006,149,163,3.3277676382055374,3.3277676382055374,1.0,300.5017503383256
2025-09-01 18:32:05,0.0,0.0039391498308151,101.35415871274526,153,160,3.808995400846612,3.808995400846612,1.0,262.53641571153736
2025-09-01 18:32:06,0.0,0.0039676982910011,100.8904722098973,150,163,2.854846018602575,2.854846018602575,1.0,350.2815890888197
2025-09-01 18:32:07,0.0,0.0039975209490041,101.534689021149,156,161,2.982265800299112,2.982265800299112,1.0,335.31551744975354
2025-09-01 18:32:08,0.0,0.0040293429363215,101.21755166274032,146,163,3.182198731744398,3.182198731744398,1.0,314.2481297677553
2025-09-01 18:32:09,0.0,0.0040593570246118,101.78197540651504,154,156,3.001408829021408,3.001408829021408,1.0,333.1768702519757
2025-09-01 18:32:10,0.0,0.0040862310316015,101.6651719260236,149,160,2.6874006989745904,2.6874006989745904,1.0,372.10677231034504
2025-09-01 18:32:11,0.0,0.0041179641998392,101.76617143140226,150,167,3.173316823774401,3.173316823774401,1.0,315.12768990099823
2025-09-01 18:32:12,0.0,0.0041463062500418,101.5186891559569,150,159,2.834205020252923,2.834205020252923,1.0,352.8326260288539
2025-09-01 18:32:13,0.0,0.0041792574707078,101.0106914403729,151,160,3.295122066599472,3.295122066599472,1.0,303.47889388874404
2025-09-01 18:32:14,0.0,0.0042080311234095,100.13831124657024,149,160,2.8773652701769383,2.8773652701769383,1.0,347.5401647349788
2025-09-01 18:32:15,0.0,0.0042442143340594,99.61064916727402,151,158,3.618321064990503,3.618321064990503,1.0,276.3712733166825
2025-09-01 18:32:16,0.0,0.0042733994636477,99.44869474066606,158,155,2.9185129588225327,2.9185129588225327,1.0,342.64024662869673
2025-09-01 18:32:17,0.0,0.0043039696505947,99.55463433008048,155,161,3.057018694699863,3.057018694699863,1.0,327.11608919296435
2025-09-01 18:32:18,0.0,0.0043379480557728,100.05982398672212,154,162,3.3978405178106295,3.3978405178106295,1.0,294.30457220056394
2025-09-01 18:32:19,0.0,0.0043657947983799,99.8369452568237,148,161,2.784674260707704,2.784674260707704,1.0,359.1084293449308
2025-09-01 18:32:20,0.0,0.0043980179957704,99.39596487469012,146,161,3.2223197390572915,3.2223197390572915,1.0,310.3354356425709
2025-09-01 18:32:21,0.0,0.0044334817236504,98.67460748168877,155,162,3.5463727879989437,3.5463727879989437,1.0,281.97825208450644
2025-09-01 18:32:22,0.0,0.0044602030555943,98.9146392906408,154,165,2.6721331943840094,2.6721331943840094,1.0,374.23284217331985
2025-09-01 18:32:23,0.0,0.0044923022208478,99.60623654830547,157,161,3.209916525350231,3.209916525350231,1.0,311.5345810716654
2025-09-01 18:32:24,0.0,0.0045246286149388,100.23940168228364,147,160,3.232639409103229,3.232639409103229,1.0,309.34474076631125
2025-09-01 18:32:25,0.0,0.0045585223112928,100.59436805635724,149,161,3.3893696354000578,3.3893696354000578,1.0,295.04011293296634
2025-09-01 18:32:26,0.0,0.0045863611689292,100.91363971499104,142,163,2.783885763641602,2.783885763641602,1.0,359.2101418313586
2025-09-01 18:32:27,0.0,0.0046139509908894,101.76245160484572,148,166,2.758982196017906,2.758982196017906,1.0,362.45250202894385
2025-09-01 18:32:28,0.0,0.0046470694894161,101.92849233555413,155,160,3.3118498526664206,3.3118498526664206,1.0,301.94605567486246
2025-09-01 18:32:29,0.0,0.0046795145992959,102.2515571735662,148,162,3.24451098798947,3.24451098798947,1.0,308.2128566375025
2025-09-01 18:32:30,0.0,0.0047118217157376,102.0911652426402,153,163,3.230711644161439,3.230711644161439,1.0,309.5293267064567
2025-09-01 18:32:31,0.0,0.004744418180287,101.41014355721283,149,159,3.2596464549449307,3.2596464549449307,1.0,306.78173655397063
2025-09-01 18:32:32,0.0,0.0047739367080736,101.06821910696304,152,162,2.951852778660453,2.951852778660453,1.0,338.7702825930901
2025-09-01 18:32:33,0.0,0.0048061935531468,101.06363958769572,144,157,3.2256845073204636,3.2256845073204636,1.0,310.0117192895246
2025-09-01 18:32:34,0.0,0.0048386343365788,101.09403227394635,150,156,3.2440783431999294,3.2440783431999294,1.0,308.2539612818379
2025-09-01 18:32:35,0.0,0.0048680543303672,102.05717520137406,135,163,2.941999378840577,2.941999378840577,1.0,339.90489841438836
2025-09-01 18:32:36,0.0,0.0049052161839735,102.0978137851696,149,160,3.716185360630076,3.716185360630076,1.0,269.0931433599025
2025-09-01 18:32:37,0.0,0.0049382036948395,102.68723550718242,142,162,3.2987510865983483,3.2987510865983483,1.0,303.1450308762744
2025-09-01 18:32:38,0.0,0.0049661972784815,102.46969688639426,156,161,2.7993583642021793,2.7993583642021793,1.0,357.2247172022941
2025-09-01 18:32:39,0.0,0.0049997359154714,102.31385894351163,154,159,3.3538636989912853,3.3538636989912853,1.0,298.16357781646343
2025-09-01 18:32:40,0.0,0.0050283823286552,101.64935512489993,152,161,2.864641318371102,2.864641318371102,1.0,349.0838429184642
2025-09-01 18:32:41,0.0,0.0050623155226912,101.27819111846163,158,158,3.3933194036001963,3.3933194036001963,1.0,294.6966910745372
2025-09-01 18:32:42,0.0,0.0050973647316833,101.5416818141435,145,166,3.5049208992178444,3.5049208992178444,1.0,285.3131436498779
2025-09-01 18:32:43,0.0,0.0051264775890138,101.54546190434056,159,157,2.911285733048272,2.911285733048272,1.0,343.49084620867717
2025-09-01 18:32:44,0.0,0.0051609441037175,102.0169312142892,155,161,3.446651470365244,3.446651470365244,1.0,290.1366757266087
2025-09-01 18:32:45,0.0,0.0051937603148446,102.10755818846172,149,158,3.2816211127110595,3.2816211127110595,1.0,304.72743977864826
2025-09-01 18:32:46,0.0,0.0052278058457012,101.93133132264283,156,163,3.404553085666619,3.404553085666619,1.0,293.7243082535744
2025-09-01 18:32:47,0.0,0.0052650770570563,103.00547975453632,145,161,3.727121135502619,3.727121135502619,1.0,268.3035950923408
2025-09-01 18:32:48,0.0,0.0052959232071457,102.9585279701798,146,160,3.084615008943736,3.084615008943736,1.0,324.1895656672013
2025-09-01 18:32:49,0.0,0.0053252457951205,103.54002845503246,147,164,2.9322587974755123,2.9322587974755123,1.0,341.03401816406387
2025-09-01 18:32:50,0.0,0.0053541625303298,103.33942385176012,147,162,2.8916735209332645,2.8916735209332645,1.0,345.82050593223886
2025-09-01 18:32:51,0.0,0.0053833018600035,103.6942235914519,145,163,2.913932967369452,2.913932967369452,1.0,343.17879347195424
2025-09-01 18:32:52,0.0,0.0054146587974342,104.15823142102774,156,159,3.135693743073015,3.135693743073015,1.0,318.9086951520938
2025-09-01 18:32:53,0.0,0.005447271977948,104.26247740631553,149,157,3.2613180513804014,3.2613180513804014,1.0,306.6244948347602
2025-09-01 18:32:54,0.0,0.0054796932569658,103.08523594496722,152,162,3.2421279017725766,3.2421279017725766,1.0,308.43940470493703
2025-09-01 18:32:55,0.0,0.005513767495363,103.09436217539528,147,161,3.40742383972254,3.40742383972254,1.0,293.4768455694752
2025-09-01 18:32:56,0.0,0.0055454006717191,103.70959219927528,141,163,3.163317635613267,3.163317635613267,1.0,316.1238026626851
2025-09-01 18:32:57,0.0,0.0055813569266615,103.97333261578912,152,161,3.5956254942352524,3.5956254942352524,1.0,278.115727459177
2025-09-01 18:32:58,0.0,0.005612160090903,104.19625205340375,141,162,3.080316424154833,3.080316424154833,1.0,324.64197254487476
2025-09-01 18:32:59,0.0,0.0056519192151744,103.335123586425,150,157,3.9759124271412674,3.9759124271412674,1.0,251.51459402716597
2025-09-01 18:33:00,0.0,0.0056853963160197,102.97489605108748,143,167,3.347710084532046,3.347710084532046,1.0,298.711649082296
2025-09-01 18:33:01,0.0,0.0057144264241829,103.1805748666632,160,161,2.903010816315822,2.903010816315822,1.0,344.46995318780404
2025-09-01 18:33:02,0.0,0.0057428168095515,103.38576650505664,155,164,2.839038536860535,2.839038536860535,1.0,352.23192183429103
2025-09-01 18:33:03,0.0,0.0057758687716904,103.9930998951231,151,159,3.305196213889986,3.305196213889986,1.0,302.5538985545035
2025-09-01 18:33:04,0.0,0.005806804410258,103.92066651755005,157,162,3.0935638567574384,3.0935638567574384,1.0,323.2517724874649
2025-09-01 18:33:05,0.0,0.0058405539206942,104.12357856088695,146,158,3.374951043620983,3.374951043620983,1.0,296.300594312355
2025-09-01 18:33:06,0.0,0.0058735826245522,104.1317656818526,153,163,3.3028703858035815,3.3028703858035815,1.0,302.76695213297086
2025-09-01 18:33:07,0.0,0.005904974610829,103.63829431360182,151,160,3.1391986276726183,3.1391986276726183,1.0,318.5526367095139
2025-09-01 18:33:08,0.0,0.0059340461847198,102.51039864805443,152,162,2.907157389087321,2.907157389087321,1.0,343.9786245332738
2025-09-01 18:33:09,0.0,0.0059611150801212,102.72590349411948,157,164,2.7068895401402457,2.7068895401402457,1.0,369.4277085086336
2025-09-01 18:33:10,0.0,0.0059913904543709,102.81287709832588,154,158,3.0275374249640605,3.0275374249640605,1.0,330.301449539264
2025-09-01 18:33:11,0.0,0.0060255760518901,102.5037895772758,152,159,3.4185597519193713,3.4185597519193713,1.0,292.5208487107893
2025-09-01 18:33:12,0.0,0.0060578362162891,101.69420304901789,142,163,3.226016439899553,3.226016439899553,1.0,309.979821439204
2025-09-01 18:33:13,0.0,0.0060857183651499,102.00907280622224,145,168,2.7882148860850577,2.7882148860850577,1.0,358.6524141272711
2025-09-01 18:33:14,0.0,0.0061178587551548,101.87611276912446,150,161,3.214039000492171,3.214039000492171,1.0,311.1349924026648
2025-09-01 18:33:15,0.0,0.0061506370365518,102.15455013030854,151,163,3.2778281396936295,3.2778281396936295,1.0,305.0800583136941
2025-09-01 18:33:16,0.0,0.0061796092755313,103.08657439551442,145,161,2.897223897952801,2.897223897952801,1.0,345.15799787051566
2025-09-01 18:33:17,0.0,0.0062116957441676,102.01585895535456,162,167,3.208646863634961,3.208646863634961,1.0,311.65785532008834
2025-09-01 18:33:18,0.0,0.0062434971456719,101.6660585510034,158,156,3.1801401504232656,3.1801401504232656,1.0,314.4515501516194
2025-09-01 18:33:19,0.0,0.0062716964921577,101.56137074434744,153,162,2.8199346485784407,2.8199346485784407,1.0,354.6181470922068
2025-09-01 18:33:20,0.0,0.0063043995936484,102.28878383142074,151,157,3.2703101490702746,3.2703101490702746,1.0,305.78139516348097
2025-09-01 18:33:21,0.0,0.0063377131686675,101.4705823218175,149,154,3.3313575019144226,3.3313575019144226,1.0,300.1779302957826
2025-09-01 18:33:22,0.0,0.0063725950258675,102.4385128346578,145,162,3.4881857199946973,3.4881857199946973,1.0,286.6819832063071
2025-09-01 18:33:23,0.0,0.0064073906175244,102.50644078544096,151,162,3.479559165690748,3.479559165690748,1.0,287.39272775132827
2025-09-01 18:33:24,0.0,0.0064348932769517,102.45844045457405,152,161,2.750265942731312,2.750265942731312,1.0,363.601201055812
2025-09-01 18:33:25,0.0,0.0064637169513935,102.35941057296458,144,161,2.8823674441820644,2.8823674441820644,1.0,346.9370298427625
2025-09-01 18:33:26,0.0,0.0064969006887871,102.14127905687457,152,171,3.318373739357362,3.318373739357362,1.0,301.3524330124613
2025-09-01 18:33:27,0.0,0.0065300821602621,102.66533743650912,149,161,3.3181471475065885,3.3181471475065885,1.0,301.37301196887756
